csquares;Lat;Lon;Year;FD_total;depth;fleet
1401:235:390;43.95;15.05;2015;31.23482227;75.33000183;demersal fisheries
1401:235:390;43.95;15.05;2016;30.44056239;75.33000183;demersal fisheries
1401:235:390;43.95;15.05;2017;31.03073258;75.33000183;demersal fisheries
1401:235:391;43.95;15.15;2013;11.35934551;14.98999977;demersal fisheries
1401:235:391;43.95;15.15;2014;11.30840472;14.98999977;demersal fisheries
1401:235:391;43.95;15.15;2015;10.83190547;14.98999977;demersal fisheries
1401:235:391;43.95;15.15;2016;10.55646456;14.98999977;demersal fisheries
1401:235:391;43.95;15.15;2017;10.76112932;14.98999977;demersal fisheries
1401:235:392;43.95;15.25;2013;10.72579919;21.86000061;demersal fisheries
1401:235:392;43.95;15.25;2014;10.67769953;21.86000061;demersal fisheries
1401:235:392;43.95;15.25;2015;10.22777613;21.86000061;demersal fisheries
1401:235:392;43.95;15.25;2016;9.967697421;21.86000061;demersal fisheries
1401:235:392;43.95;15.25;2017;10.16094739;21.86000061;demersal fisheries
1401:235:455;43.55;15.55;2013;354.3740121;202.1399994;demersal fisheries
1401:235:455;43.55;15.55;2014;352.7848279;202.1399994;demersal fisheries
1401:235:455;43.55;15.55;2015;337.9196271;202.1399994;demersal fisheries
1401:235:455;43.55;15.55;2016;329.3267815;202.1399994;demersal fisheries
1401:235:455;43.55;15.55;2017;335.7116455;202.1399994;demersal fisheries
1401:235:456;43.55;15.65;2013;333.3013881;186.9499969;demersal fisheries
1401:235:456;43.55;15.65;2014;331.8067037;186.9499969;demersal fisheries
1401:235:456;43.55;15.65;2015;317.8254526;186.9499969;demersal fisheries
1401:235:456;43.55;15.65;2016;309.7435751;186.9499969;demersal fisheries
1401:235:456;43.55;15.65;2017;315.7487672;186.9499969;demersal fisheries
1401:235:457;43.55;15.75;2013;382.5392242;159.1000061;demersal fisheries
1401:235:457;43.55;15.75;2014;380.8237336;159.1000061;demersal fisheries
1401:235:457;43.55;15.75;2015;364.7770648;159.1000061;demersal fisheries
1401:235:457;43.55;15.75;2016;355.5012705;159.1000061;demersal fisheries
1401:235:457;43.55;15.75;2017;362.3935956;159.1000061;demersal fisheries
1401:235:458;43.55;15.85;2013;346.5833562;44;demersal fisheries
1401:235:458;43.55;15.85;2014;344.8650264;44;demersal fisheries
1401:235:458;43.55;15.85;2015;329.9609007;44;demersal fisheries
1401:235:458;43.55;15.85;2016;321.4712517;44;demersal fisheries
1401:235:458;43.55;15.85;2017;328.0793343;44;demersal fisheries
1401:235:465;43.65;15.55;2013;333.5394829;52.15999985;demersal fisheries
1401:235:465;43.65;15.55;2014;332.0437308;52.15999985;demersal fisheries
1401:235:465;43.65;15.55;2015;318.0524921;52.15999985;demersal fisheries
1401:235:465;43.65;15.55;2016;309.9648413;52.15999985;demersal fisheries
1401:235:465;43.65;15.55;2017;315.9743232;52.15999985;demersal fisheries
1401:235:467;43.65;15.75;2013;273.3599969;72.19000244;demersal fisheries
1401:235:467;43.65;15.75;2014;272.1341187;72.19000244;demersal fisheries
1401:235:467;43.65;15.75;2015;260.6672754;72.19000244;demersal fisheries
1401:235:467;43.65;15.75;2016;254.0388542;72.19000244;demersal fisheries
1401:235:467;43.65;15.75;2017;258.9640641;72.19000244;demersal fisheries
1401:235:468;43.65;15.85;2013;82.37997069;59.22999954;demersal fisheries
1401:235:468;43.65;15.85;2014;82.01053912;59.22999954;demersal fisheries
1401:235:468;43.65;15.85;2015;78.55488275;59.22999954;demersal fisheries
1401:235:468;43.65;15.85;2016;76.55733683;59.22999954;demersal fisheries
1401:235:468;43.65;15.85;2017;78.04160172;59.22999954;demersal fisheries
1401:235:475;43.75;15.55;2013;32.05793825;50.09000015;demersal fisheries
1401:235:475;43.75;15.55;2014;31.91417497;50.09000015;demersal fisheries
1401:235:475;43.75;15.55;2015;30.56941584;50.09000015;demersal fisheries
1401:235:475;43.75;15.55;2016;29.79207635;50.09000015;demersal fisheries
1401:235:475;43.75;15.55;2017;30.36967394;50.09000015;demersal fisheries
1401:235:476;43.75;15.65;2013;9.402684242;64.19000244;demersal fisheries
1401:235:476;43.75;15.65;2014;9.360518066;64.19000244;demersal fisheries
1401:235:476;43.75;15.65;2015;8.966096395;64.19000244;demersal fisheries
1401:235:476;43.75;15.65;2016;8.73810052;64.19000244;demersal fisheries
1401:235:476;43.75;15.65;2017;8.907511531;64.19000244;demersal fisheries
1401:235:477;43.75;15.75;2013;1.019935433;8.710000038;demersal fisheries
1401:235:477;43.75;15.75;2014;1.01536155;8.710000038;demersal fisheries
1401:235:477;43.75;15.75;2015;0.972577529;8.710000038;demersal fisheries
1401:235:477;43.75;15.75;2016;0.947846179;8.710000038;demersal fisheries
1401:235:477;43.75;15.75;2017;0.966222665;8.710000038;demersal fisheries
1401:236:100;43.05;16.05;2013;15.07912154;8.210000038;demersal fisheries
1401:236:100;43.05;16.05;2014;14.68373002;8.210000038;demersal fisheries
1401:236:100;43.05;16.05;2015;14.44512179;8.210000038;demersal fisheries
1401:236:100;43.05;16.05;2016;13.5133919;8.210000038;demersal fisheries
1401:236:100;43.05;16.05;2017;14.30455134;8.210000038;demersal fisheries
1401:236:103;43.05;16.35;2013;191.3894259;80.91000366;demersal fisheries
1401:236:103;43.05;16.35;2014;188.6666759;80.91000366;demersal fisheries
1401:236:103;43.05;16.35;2015;184.6314231;80.91000366;demersal fisheries
1401:236:103;43.05;16.35;2016;176.2509929;80.91000366;demersal fisheries
1401:236:103;43.05;16.35;2017;182.0650168;80.91000366;demersal fisheries
1401:236:104;43.05;16.45;2013;101.7824782;82.51999664;demersal fisheries
1401:236:104;43.05;16.45;2014;101.0400698;82.51999664;demersal fisheries
1401:236:104;43.05;16.45;2015;97.91355005;82.51999664;demersal fisheries
1401:236:104;43.05;16.45;2016;94.95504473;82.51999664;demersal fisheries
1401:236:104;43.05;16.45;2017;96.30374553;82.51999664;demersal fisheries
1401:236:110;43.15;16.05;2013;60.84053629;111.6999969;demersal fisheries
1401:236:110;43.15;16.05;2014;60.07479544;111.6999969;demersal fisheries
1401:236:110;43.15;16.05;2015;58.53059088;111.6999969;demersal fisheries
1401:236:110;43.15;16.05;2016;56.05812137;111.6999969;demersal fisheries
1401:236:110;43.15;16.05;2017;57.85906898;111.6999969;demersal fisheries
1401:236:111;43.15;16.15;2013;34.86953535;97.11000061;demersal fisheries
1401:236:111;43.15;16.15;2014;34.3290153;97.11000061;demersal fisheries
1401:236:111;43.15;16.15;2015;33.65184826;97.11000061;demersal fisheries
1401:236:111;43.15;16.15;2016;32.02914761;97.11000061;demersal fisheries
1401:236:111;43.15;16.15;2017;33.20666803;97.11000061;demersal fisheries
1401:236:112;43.15;16.25;2013;21.37662736;89.90000153;demersal fisheries
1401:236:112;43.15;16.25;2014;21.28076424;89.90000153;demersal fisheries
1401:236:112;43.15;16.25;2015;20.38406231;89.90000153;demersal fisheries
1401:236:112;43.15;16.25;2016;19.86572279;89.90000153;demersal fisheries
1401:236:112;43.15;16.25;2017;20.25087196;89.90000153;demersal fisheries
1401:236:113;43.15;16.35;2013;8.578003008;27.62000084;demersal fisheries
1401:236:113;43.15;16.35;2014;8.5395351;27.62000084;demersal fisheries
1401:236:113;43.15;16.35;2015;8.179706972;27.62000084;demersal fisheries
1401:236:113;43.15;16.35;2016;7.971707931;27.62000084;demersal fisheries
1401:236:113;43.15;16.35;2017;8.12626041;27.62000084;demersal fisheries
1401:236:114;43.15;16.45;2013;1.107264315;28.38999939;demersal fisheries
1401:236:114;43.15;16.45;2014;1.102298807;28.38999939;demersal fisheries
1401:236:114;43.15;16.45;2015;1.055851534;28.38999939;demersal fisheries
1401:236:114;43.15;16.45;2016;1.029002637;28.38999939;demersal fisheries
1401:236:114;43.15;16.45;2017;1.048952554;28.38999939;demersal fisheries
1401:236:120;43.25;16.05;2013;135.7690535;116.3399963;demersal fisheries
1401:236:120;43.25;16.05;2014;134.6637888;116.3399963;demersal fisheries
1401:236:120;43.25;16.05;2015;129.9836736;116.3399963;demersal fisheries
1401:236:120;43.25;16.05;2016;125.6872431;116.3399963;demersal fisheries
1401:236:120;43.25;16.05;2017;128.8432166;116.3399963;demersal fisheries
1401:236:121;43.25;16.15;2013;161.8714314;105.6600037;demersal fisheries
1401:236:121;43.25;16.15;2014;161.3882566;105.6600037;demersal fisheries
1401:236:121;43.25;16.15;2015;154.4044641;105.6600037;demersal fisheries
1401:236:121;43.25;16.15;2016;150.9600402;105.6600037;demersal fisheries
1401:236:121;43.25;16.15;2017;153.2068205;105.6600037;demersal fisheries
1401:236:122;43.25;16.25;2013;12.82581164;92.06999969;demersal fisheries
1401:236:122;43.25;16.25;2014;12.76829451;92.06999969;demersal fisheries
1401:236:122;43.25;16.25;2015;12.23028027;92.06999969;demersal fisheries
1401:236:122;43.25;16.25;2016;11.91928055;92.06999969;demersal fisheries
1401:236:122;43.25;16.25;2017;12.15036708;92.06999969;demersal fisheries
1401:236:123;43.25;16.35;2013;5.646718461;80.29000092;demersal fisheries
1401:236:123;43.25;16.35;2014;5.621395849;80.29000092;demersal fisheries
1401:236:123;43.25;16.35;2015;5.384528581;80.29000092;demersal fisheries
1401:236:123;43.25;16.35;2016;5.247607199;80.29000092;demersal fisheries
1401:236:123;43.25;16.35;2017;5.349345836;80.29000092;demersal fisheries
1401:236:124;43.25;16.45;2013;12.12223744;82.37999725;demersal fisheries
1401:236:124;43.25;16.45;2014;12.06787548;82.37999725;demersal fisheries
1401:236:124;43.25;16.45;2015;11.5593746;82.37999725;demersal fisheries
1401:236:124;43.25;16.45;2016;11.26543512;82.37999725;demersal fisheries
1401:236:124;43.25;16.45;2017;11.48384515;82.37999725;demersal fisheries
1401:236:130;43.35;16.05;2013;213.746501;117.4000015;demersal fisheries
1401:236:130;43.35;16.05;2014;212.7879585;117.4000015;demersal fisheries
1401:236:130;43.35;16.05;2015;203.8217686;117.4000015;demersal fisheries
1401:236:130;43.35;16.05;2016;198.6388528;117.4000015;demersal fisheries
1401:236:130;43.35;16.05;2017;202.4899883;117.4000015;demersal fisheries
1401:236:131;43.35;16.15;2013;199.8882029;105.8300018;demersal fisheries
1401:236:131;43.35;16.15;2014;199.269219;105.8300018;demersal fisheries
1401:236:131;43.35;16.15;2015;190.6630438;105.8300018;demersal fisheries
1401:236:131;43.35;16.15;2016;186.3654519;105.8300018;demersal fisheries
1401:236:131;43.35;16.15;2017;189.2015196;105.8300018;demersal fisheries
1401:236:132;43.35;16.25;2013;75.72567465;98.25;demersal fisheries
1401:236:132;43.35;16.25;2014;75.38608416;98.25;demersal fisheries
1401:236:132;43.35;16.25;2015;72.2095607;98.25;demersal fisheries
1401:236:132;43.35;16.25;2016;70.37336786;98.25;demersal fisheries
1401:236:132;43.35;16.25;2017;71.73774028;98.25;demersal fisheries
1401:236:140;43.45;16.05;2013;204.2087041;23.69000053;demersal fisheries
1401:236:140;43.45;16.05;2014;203.2929337;23.69000053;demersal fisheries
1401:236:140;43.45;16.05;2015;194.7268332;23.69000053;demersal fisheries
1401:236:140;43.45;16.05;2016;189.7751895;23.69000053;demersal fisheries
1401:236:140;43.45;16.05;2017;193.4544796;23.69000053;demersal fisheries
1401:236:142;43.45;16.25;2013;40.22843329;27.15999985;demersal fisheries
1401:236:142;43.45;16.25;2014;39.97152634;27.15999985;demersal fisheries
1401:236:142;43.45;16.25;2015;38.11351431;27.15999985;demersal fisheries
1401:236:142;43.45;16.25;2016;37.09809449;27.15999985;demersal fisheries
1401:236:142;43.45;16.25;2017;37.99242326;27.15999985;demersal fisheries
1401:236:143;43.45;16.35;2013;23.33723575;57.84000015;demersal fisheries
1401:236:143;43.45;16.35;2014;22.77150025;57.84000015;demersal fisheries
1401:236:143;43.45;16.35;2015;20.76484918;57.84000015;demersal fisheries
1401:236:143;43.45;16.35;2016;19.95811723;57.84000015;demersal fisheries
1401:236:143;43.45;16.35;2017;21.40028293;57.84000015;demersal fisheries
1401:236:144;43.45;16.45;2013;23.22392817;40.31999969;demersal fisheries
1401:236:144;43.45;16.45;2014;22.94333402;40.31999969;demersal fisheries
1401:236:144;43.45;16.45;2015;21.5758578;40.31999969;demersal fisheries
1401:236:144;43.45;16.45;2016;20.92055551;40.31999969;demersal fisheries
1401:236:144;43.45;16.45;2017;21.72997062;40.31999969;demersal fisheries
1401:236:205;43.05;16.55;2013;35.81030053;78.66000366;demersal fisheries
1401:236:205;43.05;16.55;2014;35.54203864;78.66000366;demersal fisheries
1401:236:205;43.05;16.55;2015;33.79988681;78.66000366;demersal fisheries
1401:236:205;43.05;16.55;2016;32.87531664;78.66000366;demersal fisheries
1401:236:205;43.05;16.55;2017;33.75910665;78.66000366;demersal fisheries
1401:236:206;43.05;16.65;2013;5.843620374;71.36000061;demersal fisheries
1401:236:206;43.05;16.65;2014;5.817414759;71.36000061;demersal fisheries
1401:236:206;43.05;16.65;2015;5.572287894;71.36000061;demersal fisheries
1401:236:206;43.05;16.65;2016;5.430592043;71.36000061;demersal fisheries
1401:236:206;43.05;16.65;2017;5.535878322;71.36000061;demersal fisheries
1401:236:207;43.05;16.75;2013;4.507323709;70;demersal fisheries
1401:236:207;43.05;16.75;2014;4.487110693;70;demersal fisheries
1401:236:207;43.05;16.75;2015;4.298038498;70;demersal fisheries
1401:236:207;43.05;16.75;2016;4.18874511;70;demersal fisheries
1401:236:207;43.05;16.75;2017;4.269954927;70;demersal fisheries
1401:236:208;43.05;16.85;2013;1.838849665;67.70999908;demersal fisheries
1401:236:208;43.05;16.85;2014;1.830603375;67.70999908;demersal fisheries
1401:236:208;43.05;16.85;2015;1.753467726;67.70999908;demersal fisheries
1401:236:208;43.05;16.85;2016;1.70887938;67.70999908;demersal fisheries
1401:236:208;43.05;16.85;2017;1.742010491;67.70999908;demersal fisheries
1401:236:209;43.05;16.95;2013;3.382758389;62.93999863;demersal fisheries
1401:236:209;43.05;16.95;2014;3.367588467;62.93999863;demersal fisheries
1401:236:209;43.05;16.95;2015;3.225689284;62.93999863;demersal fisheries
1401:236:209;43.05;16.95;2016;3.143664307;62.93999863;demersal fisheries
1401:236:209;43.05;16.95;2017;3.20461249;62.93999863;demersal fisheries
1401:236:225;43.25;16.55;2013;7.222757623;65.29000092;demersal fisheries
1401:236:225;43.25;16.55;2014;7.19036729;65.29000092;demersal fisheries
1401:236:225;43.25;16.55;2015;6.887388688;65.29000092;demersal fisheries
1401:236:225;43.25;16.55;2016;6.712251578;65.29000092;demersal fisheries
1401:236:225;43.25;16.55;2017;6.84238619;65.29000092;demersal fisheries
1401:236:226;43.25;16.65;2013;0.304827229;35.75;demersal fisheries
1401:236:226;43.25;16.65;2014;0.303460237;35.75;demersal fisheries
1401:236:226;43.25;16.65;2015;0.290673413;35.75;demersal fisheries
1401:236:226;43.25;16.65;2016;0.283281976;35.75;demersal fisheries
1401:236:226;43.25;16.65;2017;0.288774141;35.75;demersal fisheries
1401:236:227;43.25;16.75;2013;73.88929656;61.22999954;demersal fisheries
1401:236:227;43.25;16.75;2014;73.55794127;61.22999954;demersal fisheries
1401:236:227;43.25;16.75;2015;70.45844979;61.22999954;demersal fisheries
1401:236:227;43.25;16.75;2016;68.66678536;61.22999954;demersal fisheries
1401:236:227;43.25;16.75;2017;69.9980712;61.22999954;demersal fisheries
1401:236:228;43.25;16.85;2013;124.5210994;78.76999664;demersal fisheries
1401:236:228;43.25;16.85;2014;123.9626866;78.76999664;demersal fisheries
1401:236:228;43.25;16.85;2015;118.7393037;78.76999664;demersal fisheries
1401:236:228;43.25;16.85;2016;115.7199216;78.76999664;demersal fisheries
1401:236:228;43.25;16.85;2017;117.963456;78.76999664;demersal fisheries
1401:236:229;43.25;16.95;2013;117.6970887;65.12999725;demersal fisheries
1401:236:229;43.25;16.95;2014;117.1692781;65.12999725;demersal fisheries
1401:236:229;43.25;16.95;2015;112.2321473;65.12999725;demersal fisheries
1401:236:229;43.25;16.95;2016;109.3782335;65.12999725;demersal fisheries
1401:236:229;43.25;16.95;2017;111.4988176;65.12999725;demersal fisheries
1401:236:238;43.35;16.85;2013;0.221617634;37.90000153;demersal fisheries
1401:236:238;43.35;16.85;2014;0.220623794;37.90000153;demersal fisheries
1401:236:238;43.35;16.85;2015;0.211327428;37.90000153;demersal fisheries
1401:236:238;43.35;16.85;2016;0.205953653;37.90000153;demersal fisheries
1401:236:238;43.35;16.85;2017;0.209946605;37.90000153;demersal fisheries
1401:236:239;43.35;16.95;2013;23.56396869;7.239999771;demersal fisheries
1401:236:239;43.35;16.95;2014;23.45829648;7.239999771;demersal fisheries
1401:236:239;43.35;16.95;2015;22.46984045;7.239999771;demersal fisheries
1401:236:239;43.35;16.95;2016;21.89846237;7.239999771;demersal fisheries
1401:236:239;43.35;16.95;2017;22.32302154;7.239999771;demersal fisheries
1401:236:353;43.55;16.35;2013;36.51280276;4.650000095;demersal fisheries
1401:236:353;43.55;16.35;2014;35.30325999;4.650000095;demersal fisheries
1401:236:353;43.55;16.35;2015;31.44063128;4.650000095;demersal fisheries
1401:236:353;43.55;16.35;2016;30.00898115;4.650000095;demersal fisheries
1401:236:353;43.55;16.35;2017;32.98419987;4.650000095;demersal fisheries
1401:237:100;43.05;17.05;2013;11.72596205;41.61000061;demersal fisheries
1401:237:100;43.05;17.05;2014;11.67337717;41.61000061;demersal fisheries
1401:237:100;43.05;17.05;2015;11.18149917;41.61000061;demersal fisheries
1401:237:100;43.05;17.05;2016;10.89716855;41.61000061;demersal fisheries
1401:237:100;43.05;17.05;2017;11.10843876;41.61000061;demersal fisheries
1401:237:102;43.05;17.25;2013;0.46795099;43.54999924;demersal fisheries
1401:237:102;43.05;17.25;2014;0.465852472;43.54999924;demersal fisheries
1401:237:102;43.05;17.25;2015;0.44622297;43.54999924;demersal fisheries
1401:237:102;43.05;17.25;2016;0.434876115;43.54999924;demersal fisheries
1401:237:102;43.05;17.25;2017;0.443307329;43.54999924;demersal fisheries
1401:237:103;43.05;17.35;2013;0.6030636;32.06000137;demersal fisheries
1401:237:103;43.05;17.35;2014;0.600359171;32.06000137;demersal fisheries
1401:237:103;43.05;17.35;2015;0.575061996;32.06000137;demersal fisheries
1401:237:103;43.05;17.35;2016;0.560438936;32.06000137;demersal fisheries
1401:237:103;43.05;17.35;2017;0.571304516;32.06000137;demersal fisheries
1401:237:110;43.15;17.05;2013;3.442899978;23.89999962;demersal fisheries
1401:237:110;43.15;17.05;2014;3.427460352;23.89999962;demersal fisheries
1401:237:110;43.15;17.05;2015;3.283038363;23.89999962;demersal fisheries
1401:237:110;43.15;17.05;2016;3.199555075;23.89999962;demersal fisheries
1401:237:110;43.15;17.05;2017;3.261586847;23.89999962;demersal fisheries
1401:237:111;43.15;17.15;2013;0.088976597;22.63999939;demersal fisheries
1401:237:111;43.15;17.15;2014;0.088577583;22.63999939;demersal fisheries
1401:237:111;43.15;17.15;2015;0.084845213;22.63999939;demersal fisheries
1401:237:111;43.15;17.15;2016;0.082687712;22.63999939;demersal fisheries
1401:237:111;43.15;17.15;2017;0.08429083;22.63999939;demersal fisheries
1401:237:120;43.25;17.05;2013;48.08937895;53.75;demersal fisheries
1401:237:120;43.25;17.05;2014;47.87372295;53.75;demersal fisheries
1401:237:120;43.25;17.05;2015;45.85648057;53.75;demersal fisheries
1401:237:120;43.25;17.05;2016;44.69041141;53.75;demersal fisheries
1401:237:120;43.25;17.05;2017;45.55685232;53.75;demersal fisheries
1401:245:100;44.05;15.05;2013;34.88212134;15.06999969;demersal fisheries
1401:245:100;44.05;15.05;2014;34.72569306;15.06999969;demersal fisheries
1401:245:100;44.05;15.05;2015;33.26246573;15.06999969;demersal fisheries
1401:245:100;44.05;15.05;2016;32.41664558;15.06999969;demersal fisheries
1401:245:100;44.05;15.05;2017;33.04512733;15.06999969;demersal fisheries
1401:245:101;44.05;15.15;2013;0.098862885;59.02000046;demersal fisheries
1401:245:101;44.05;15.15;2014;0.098419536;59.02000046;demersal fisheries
1401:245:101;44.05;15.15;2015;0.094272458;59.02000046;demersal fisheries
1401:245:101;44.05;15.15;2016;0.091875235;59.02000046;demersal fisheries
1401:245:101;44.05;15.15;2017;0.093656478;59.02000046;demersal fisheries
1401:245:102;44.05;15.25;2013;42.05791909;14.92000008;demersal fisheries
1401:245:102;44.05;15.25;2014;41.86931107;14.92000008;demersal fisheries
1401:245:102;44.05;15.25;2015;40.105075;14.92000008;demersal fisheries
1401:245:102;44.05;15.25;2016;39.08525642;14.92000008;demersal fisheries
1401:245:102;44.05;15.25;2017;39.84302669;14.92000008;demersal fisheries
1401:245:111;44.15;15.15;2013;4.705873337;49.79999924;demersal fisheries
1401:245:111;44.15;15.15;2014;4.684769928;49.79999924;demersal fisheries
1401:245:111;44.15;15.15;2015;4.487369019;49.79999924;demersal fisheries
1401:245:111;44.15;15.15;2016;4.373261208;49.79999924;demersal fisheries
1401:245:111;44.15;15.15;2017;4.458048354;49.79999924;demersal fisheries
1401:245:120;44.25;15.05;2013;27.27791775;37.59000015;demersal fisheries
1401:245:120;44.25;15.05;2014;27.15559039;37.59000015;demersal fisheries
1401:245:120;44.25;15.05;2015;26.01134247;37.59000015;demersal fisheries
1401:245:120;44.25;15.05;2016;25.34990872;37.59000015;demersal fisheries
1401:245:120;44.25;15.05;2017;25.84138323;37.59000015;demersal fisheries
1401:245:130;44.35;15.05;2013;64.40834587;46.68000031;demersal fisheries
1401:245:130;44.35;15.05;2014;64.11950774;46.68000031;demersal fisheries
1401:245:130;44.35;15.05;2015;61.41772103;46.68000031;demersal fisheries
1401:245:130;44.35;15.05;2016;59.85595028;46.68000031;demersal fisheries
1401:245:130;44.35;15.05;2017;61.01641496;46.68000031;demersal fisheries
1401:245:140;44.45;15.05;2013;11.00838227;9.93999958;demersal fisheries
1401:245:140;44.45;15.05;2014;10.95901537;9.93999958;demersal fisheries
1401:245:140;44.45;15.05;2015;10.49723824;9.93999958;demersal fisheries
1401:245:140;44.45;15.05;2016;10.23030747;9.93999958;demersal fisheries
1401:245:140;44.45;15.05;2017;10.42864883;9.93999958;demersal fisheries
1401:352:104;45.05;12.45;2013;0.116952782;14.30000019;demersal fisheries
1401:352:104;45.05;12.45;2014;0.110931173;14.30000019;demersal fisheries
1401:352:104;45.05;12.45;2015;0.108568602;14.30000019;demersal fisheries
1401:352:104;45.05;12.45;2016;0.111535984;14.30000019;demersal fisheries
1401:352:104;45.05;12.45;2017;0.113333437;14.30000019;demersal fisheries
1401:352:114;45.15;12.45;2013;2751.697062;22;demersal fisheries
1401:352:114;45.15;12.45;2014;2606.829554;22;demersal fisheries
1401:352:114;45.15;12.45;2015;2062.346966;22;demersal fisheries
1401:352:114;45.15;12.45;2016;1908.13521;22;demersal fisheries
1401:352:114;45.15;12.45;2017;2118.185736;22;demersal fisheries
1401:352:123;45.25;12.35;2013;410.2702801;15.59000015;demersal fisheries
1401:352:123;45.25;12.35;2014;399.1218863;15.59000015;demersal fisheries
1401:352:123;45.25;12.35;2015;323.3997129;15.59000015;demersal fisheries
1401:352:123;45.25;12.35;2016;320.2622285;15.59000015;demersal fisheries
1401:352:123;45.25;12.35;2017;324.6652231;15.59000015;demersal fisheries
1401:352:124;45.25;12.45;2013;375.2412656;22;demersal fisheries
1401:352:124;45.25;12.45;2014;355.7582566;22;demersal fisheries
1401:352:124;45.25;12.45;2015;333.2046746;22;demersal fisheries
1401:352:124;45.25;12.45;2016;335.7557353;22;demersal fisheries
1401:352:124;45.25;12.45;2017;346.8172609;22;demersal fisheries
1401:352:133;45.35;12.35;2013;2817.408393;8.5;demersal fisheries
1401:352:133;45.35;12.35;2014;2961.32914;8.5;demersal fisheries
1401:352:133;45.35;12.35;2015;2400.725683;8.5;demersal fisheries
1401:352:133;45.35;12.35;2016;2728.370467;8.5;demersal fisheries
1401:352:133;45.35;12.35;2017;2241.799046;8.5;demersal fisheries
1401:352:134;45.35;12.45;2013;3514.341873;17.45000076;demersal fisheries
1401:352:134;45.35;12.45;2014;3327.28686;17.45000076;demersal fisheries
1401:352:134;45.35;12.45;2015;2694.19741;17.45000076;demersal fisheries
1401:352:134;45.35;12.45;2016;2521.721831;17.45000076;demersal fisheries
1401:352:134;45.35;12.45;2017;2774.485963;17.45000076;demersal fisheries
1401:352:205;45.05;12.55;2013;160.334954;29;demersal fisheries
1401:352:205;45.05;12.55;2014;152.0797051;29;demersal fisheries
1401:352:205;45.05;12.55;2015;148.840768;29;demersal fisheries
1401:352:205;45.05;12.55;2016;152.9088634;29;demersal fisheries
1401:352:205;45.05;12.55;2017;155.3730583;29;demersal fisheries
1401:352:206;45.05;12.65;2013;391.1250249;30;demersal fisheries
1401:352:206;45.05;12.65;2014;370.9869681;30;demersal fisheries
1401:352:206;45.05;12.65;2015;363.0858253;30;demersal fisheries
1401:352:206;45.05;12.65;2016;373.0096373;30;demersal fisheries
1401:352:206;45.05;12.65;2017;379.0208548;30;demersal fisheries
1401:352:207;45.05;12.75;2013;521.5817919;31;demersal fisheries
1401:352:207;45.05;12.75;2014;494.72684;31;demersal fisheries
1401:352:207;45.05;12.75;2015;484.1903313;31;demersal fisheries
1401:352:207;45.05;12.75;2016;497.424155;31;demersal fisheries
1401:352:207;45.05;12.75;2017;505.4403682;31;demersal fisheries
1401:352:208;45.05;12.85;2013;556.340321;33;demersal fisheries
1401:352:208;45.05;12.85;2014;527.6957387;33;demersal fisheries
1401:352:208;45.05;12.85;2015;516.4570706;33;demersal fisheries
1401:352:208;45.05;12.85;2016;530.5728044;33;demersal fisheries
1401:352:208;45.05;12.85;2017;539.123223;33;demersal fisheries
1401:352:209;45.05;12.95;2013;368.6400405;33.29999924;demersal fisheries
1401:352:209;45.05;12.95;2014;349.6596798;33.29999924;demersal fisheries
1401:352:209;45.05;12.95;2015;342.2127576;33.29999924;demersal fisheries
1401:352:209;45.05;12.95;2016;351.5660698;33.29999924;demersal fisheries
1401:352:209;45.05;12.95;2017;357.2317146;33.29999924;demersal fisheries
1401:352:215;45.15;12.55;2013;712.401805;25;demersal fisheries
1401:352:215;45.15;12.55;2014;675.0607197;25;demersal fisheries
1401:352:215;45.15;12.55;2015;599.8365791;25;demersal fisheries
1401:352:215;45.15;12.55;2016;589.5956384;25;demersal fisheries
1401:352:215;45.15;12.55;2017;622.0545232;25;demersal fisheries
1401:352:216;45.15;12.65;2013;266.2584385;26.95000076;demersal fisheries
1401:352:216;45.15;12.65;2014;252.5494523;26.95000076;demersal fisheries
1401:352:216;45.15;12.65;2015;247.1707478;26.95000076;demersal fisheries
1401:352:216;45.15;12.65;2016;253.9263848;26.95000076;demersal fisheries
1401:352:216;45.15;12.65;2017;258.0185223;26.95000076;demersal fisheries
1401:352:217;45.15;12.75;2013;443.7927609;29.54999924;demersal fisheries
1401:352:217;45.15;12.75;2014;420.9429731;29.54999924;demersal fisheries
1401:352:217;45.15;12.75;2015;411.9778858;29.54999924;demersal fisheries
1401:352:217;45.15;12.75;2016;423.2380089;29.54999924;demersal fisheries
1401:352:217;45.15;12.75;2017;430.0586791;29.54999924;demersal fisheries
1401:352:218;45.15;12.85;2013;520.5625159;30.25;demersal fisheries
1401:352:218;45.15;12.85;2014;493.760044;30.25;demersal fisheries
1401:352:218;45.15;12.85;2015;483.2441258;30.25;demersal fisheries
1401:352:218;45.15;12.85;2016;496.4520879;30.25;demersal fisheries
1401:352:218;45.15;12.85;2017;504.4526358;30.25;demersal fisheries
1401:352:219;45.15;12.95;2013;421.0486936;32.09999847;demersal fisheries
1401:352:219;45.15;12.95;2014;399.3699414;32.09999847;demersal fisheries
1401:352:219;45.15;12.95;2015;390.8643085;32.09999847;demersal fisheries
1401:352:219;45.15;12.95;2016;401.5473582;32.09999847;demersal fisheries
1401:352:219;45.15;12.95;2017;408.0184738;32.09999847;demersal fisheries
1401:352:225;45.25;12.55;2013;527.6941991;25;demersal fisheries
